Data,PPinv,time near dummy,time near,time grad dummy,time grad,time grad_reduced,time dist dummy,time dist,threshold,error near abs,error near sq,error grad abs,error grad sq,error grad reduced abs,error grad reduced sq,error dist abs,error dist sq,GRID,num_sparse_near,num_sparse_grad,num_sparse_grad_reduced,num_sparse_dist
MNIST,DBM(UMAP+NNInv),1.58347821235657,1.74717688560486,0.495477199554443,0.604420900344849,0.559136152267456,16.1040074825287,5.78107213973999,0.025,0.0423941456505702,0.000118327011698881,2.46839149077413,0.00178343395823857,4.23191595381649,0.00519908481887664,0.0137976806910709,0.00109942120526128,256,21132,20492,20660,21284
MNIST,DBM(UMAP+NNInv),1.58347821235657,2.68733167648315,0.495477199554443,1.42212104797363,1.30474185943604,16.1040074825287,5.73288297653198,0.05,0.0418888266063986,0.000114838725668706,2.23295008266144,0.00146500421126893,2.40147816943524,0.00154409585093262,0.0138422061035576,0.0011041180524314,256,50967,52436,54840,20396
MNIST,DBM(UMAP+NNInv),1.58347821235657,1.56403374671936,0.495477199554443,1.13276290893555,1.10382199287415,16.1040074825287,15.9891977310181,0.075,0.0434893287240845,0.000122203248612755,2.3333281536832,0.00151388586001269,2.67235636998555,0.0017489530504352,0.0136111875619976,0.00107308390799523,256,29661,46740,50173,61272
MNIST,DBM(UMAP+NNInv),1.58347821235657,1.91664719581604,0.495477199554443,0.880025863647461,0.822360515594482,16.1040074825287,11.3481171131134,0.1,0.045525691492231,0.00013239228065267,2.45604386644463,0.0016096975932499,2.9642807328965,0.00203837185313337,0.0138684249536531,0.0010916495685856,256,18459,33651,36702,43890
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.914792776107788,0.495477199554443,0.625934362411499,0.596717119216919,16.1040074825287,9.57703542709351,0.125,0.0478814172713454,0.000146825286968861,2.60600715045716,0.00173911828076165,3.25421173514328,0.00242013357102569,0.0142304867872281,0.00113263834969002,256,12812,25015,27481,32874
MNIST,DBM(UMAP+NNInv),1.58347821235657,1.22736501693726,0.495477199554443,0.503770112991333,0.498811960220337,16.1040074825287,7.23050022125244,0.15,0.050713795238957,0.000168372378021748,2.75984676731296,0.00189300486466195,3.50163450043655,0.0027804631385038,0.0145609771276799,0.00117403420441469,256,9596,19209,21452,25290
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.805117845535278,0.495477199554443,0.345117807388306,0.394196748733521,16.1040074825287,5.26750922203064,0.175,0.0532944403133782,0.000188813558344177,2.88416875526188,0.00204620940593888,3.71443346342762,0.00313403093686977,0.0149967211816375,0.00123528092310248,256,7486,15319,17122,19733
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.90221095085144,0.495477199554443,0.27321720123291,0.334868192672729,16.1040074825287,4.39076519012451,0.2,0.0561428978532408,0.000214090347218678,3.02876860298801,0.00225941857872958,3.9225391851253,0.00351587978949959,0.0154145613124092,0.00130608603607323,256,6048,12475,14039,15969
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.52814245223999,0.495477199554443,0.241403102874756,0.279865026473999,16.1040074825287,3.63592076301575,0.225,0.0585491473883556,0.000236335370111421,3.21807582807254,0.00253847966920178,4.11367634943833,0.00388755165986114,0.0156872680943108,0.00135142478387178,256,5044,10163,11519,13254
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.902546644210815,0.495477199554443,0.205199718475342,0.263953447341919,16.1040074825287,3.25038886070251,0.25,0.06088951011837,0.000256404653652596,3.34162189480621,0.00273419721857052,4.28211864408213,0.00424045651164209,0.0160767688976249,0.00142296082763476,256,4424,8625,9666,11339
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.441790103912354,0.495477199554443,0.175966024398804,0.23678183555603,16.1040074825287,2.82069706916809,0.275,0.0631053265215821,0.000277082291261561,3.48862805567074,0.00295311097439335,4.3891824452767,0.00447315352088641,0.0164194246054206,0.00148485862418692,256,3932,7384,8305,9816
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.558760643005371,0.495477199554443,0.146730899810791,0.210618495941162,16.1040074825287,2.46356654167175,0.3,0.0646586212590871,0.000290153625880996,3.65172305573011,0.00322633924841874,4.5261125698496,0.00476932235006346,0.0166725768070553,0.00154033351716713,256,3560,6405,7204,8746
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.61798095703125,0.495477199554443,0.141761302947998,0.167195081710815,16.1040074825287,1.9477322101593,0.35,0.0696701935834237,0.000346721826249299,3.88359620393071,0.00361840656740849,4.77305683011952,0.00531407194549108,0.0177164355633062,0.0017828986151475,256,2868,5031,5635,6828
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.330033302307129,0.495477199554443,0.114932298660278,0.136593818664551,16.1040074825287,1.6671028137207,0.4,0.0738800731439311,0.000392577029299512,4.16308597833707,0.00425288169507951,5.02506715276754,0.00599132544381489,0.0185224567634454,0.00198825145859062,256,2432,4148,4514,5552
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.315561532974243,0.495477199554443,0.0830657482147217,0.109584331512451,16.1040074825287,1.19810009002686,0.5,0.0776756583691828,0.000439406036621983,4.70174940741594,0.00553847320179448,5.3926774382012,0.00686065127382371,0.019919943065162,0.00237108270365971,256,1908,2948,3287,4156
MNIST,DBM(UMAP+NNInv),1.58347821235657,0.470080375671387,0.495477199554443,0.065471887588501,0.088982105255127,16.1040074825287,0.984435796737671,0.6,0.081767860491186,0.000489178367786251,5.08660655954016,0.00663477295101286,5.73581925889815,0.00804672731969569,0.0209575325372371,0.00265819051057463,256,1568,2302,2542,3336
MNIST,DBM(t-SNE+NNInv),1.54213118553162,1.09080600738525,0.501503944396973,0.576358079910278,0.566795587539673,15.7268965244293,5.45801520347595,0.025,0.0426306170027769,0.000144207498039536,2.88491627647325,0.00185497569657886,4.71226189675306,0.00469020754510988,0.0166750855256761,0.00151178428389997,256,21288,21412,21416,21088
MNIST,DBM(t-SNE+NNInv),1.54213118553162,2.36604571342468,0.501503944396973,0.598821401596069,0.559707641601563,15.7268965244293,14.6226444244385,0.05,0.0419341312495542,0.00013813275780719,2.90003302992443,0.00186132101066367,4.71214431623466,0.00470419429521519,0.0164601064948937,0.0014826737611777,256,55715,20572,20532,57860
MNIST,DBM(t-SNE+NNInv),1.54213118553162,1.5896418094635,0.501503944396973,1.53350639343262,1.37952184677124,15.7268965244293,11.9524500370026,0.075,0.0433902788775424,0.000145528027930031,2.69546691801898,0.00167388861064509,2.92704331565619,0.00179479968847206,0.0167008739444946,0.00149274661844336,256,31796,55752,56000,47645
MNIST,DBM(t-SNE+NNInv),1.54213118553162,1.10249590873718,0.501503944396973,1.35622239112854,1.19379162788391,15.7268965244293,8.35360932350159,0.1,0.0457078534532502,0.000162165383707316,2.76751876546283,0.00171016417436052,3.16794667560634,0.00199630886803005,0.0169572111705811,0.0015135713786898,256,19770,53124,53945,33695
MNIST,DBM(t-SNE+NNInv),1.54213118553162,0.755367517471314,0.501503944396973,1.0777051448822,0.93294882774353,15.7268965244293,6.30929303169251,0.125,0.048504258849607,0.000184751130545135,2.85602648612509,0.00177303656296755,3.42554819077317,0.00225742432582665,0.0173650306588329,0.0015644052508288,256,13488,41345,41655,24692
