Data,PPinv,time near dummy,time near,time grad dummy,time grad,time grad_reduced,time dist dummy,time dist,threshold,error near abs,error near sq,error grad abs,error grad sq,error grad reduced abs,error grad reduced sq,error dist abs,error dist sq,GRID,num_sparse_near,num_sparse_grad,num_sparse_grad_reduced,num_sparse_dist
MNIST,UMAP+NNInv,2.0323441028595,0.986268281936646,0.390840530395508,0.453994274139404,0.528779983520508,0,0,0.025,0.0378314306324134,0.000134327129623708,2.56146525985565,0.00205846516618457,4.28611338203563,0.00555510497438535,0,0,256,21320,21224,21284,0
MNIST,UMAP+NNInv,2.0323441028595,2.55287146568298,0.390840530395508,1.24479627609253,1.39068913459778,0,0,0.05,0.0372650698080566,0.000131645630331471,2.38698224773073,0.00187655784131184,2.50430989739439,0.00192341091942416,0,0,256,61109,58588,60772,0
MNIST,UMAP+NNInv,2.0323441028595,1.59055304527283,0.390840530395508,1.02414965629578,1.21175909042358,0,0,0.075,0.0383893238060573,0.000136502303092811,2.46766037765111,0.00190795969805317,2.72763344919641,0.00206586010704947,0,0,256,36401,54279,58391,0
MNIST,UMAP+NNInv,2.0323441028595,1.02716302871704,0.390840530395508,0.768222570419312,0.924018144607544,0,0,0.1,0.0401320096460287,0.000146216539768837,2.57483284365001,0.00197973496146625,2.9638177136905,0.00227622772818694,0,0,256,23593,40391,44105,0
MNIST,UMAP+NNInv,2.0323441028595,0.745262384414673,0.390840530395508,0.570699691772461,0.722586870193481,0,0,0.125,0.0421099871226207,0.000160186450763754,2.7026070711793,0.00208245141389454,3.2201283696815,0.00255609541466572,0,0,256,16590,30854,34141,0
MNIST,UMAP+NNInv,2.0323441028595,0.583856582641602,0.390840530395508,0.455551147460938,0.576547861099243,0,0,0.15,0.0442073940747696,0.000177428323713482,2.8323347922837,0.00221500917554322,3.46126167309915,0.00289508640923286,0,0,256,12056,24396,26905,0
MNIST,UMAP+NNInv,2.0323441028595,0.468520164489746,0.390840530395508,0.353607177734375,0.477833271026611,0,0,0.175,0.0467802907737693,0.000201983982038005,2.98576413455791,0.00238504423633907,3.65506679938084,0.00318559776035788,0,0,256,9221,19663,21943,0
MNIST,UMAP+NNInv,2.0323441028595,0.432185888290405,0.390840530395508,0.293087005615234,0.406445980072022,0,0,0.2,0.0491937645797049,0.000223688468968878,3.11749651102985,0.00253753257819395,3.84329498487522,0.00349325638204569,0,0,256,7474,16173,18245,0
MNIST,UMAP+NNInv,2.0323441028595,0.32341456413269,0.390840530395508,0.247066259384155,0.347274780273438,0,0,0.225,0.0518221604303356,0.000250024303190971,3.24039469303494,0.00270973747725184,4.00407368537104,0.00379590689573609,0,0,256,6200,13649,15394,0
MNIST,UMAP+NNInv,2.0323441028595,0.290372610092163,0.390840530395508,0.213881492614746,0.29894757270813,0,0,0.25,0.0553722027823142,0.00028802301568578,3.39595482547858,0.00292951802931347,4.18176451447082,0.00415126171928578,0,0,256,5310,11614,12982,0
MNIST,UMAP+NNInv,2.0323441028595,0.249486207962036,0.390840530395508,0.183542728424072,0.26164698600769,0,0,0.275,0.0577193443269149,0.000314340187483368,3.53147893421318,0.00315755932557054,4.32744651871842,0.00444398238684726,0,0,256,4656,9898,11158,0
MNIST,UMAP+NNInv,2.0323441028595,0.215670108795166,0.390840530395508,0.164804220199585,0.234412908554077,0,0,0.3,0.0596493347380383,0.000340580079078654,3.63507574330137,0.00331751832600967,4.49404240013712,0.00477287380612527,0,0,256,4188,8553,9614,0
MNIST,UMAP+NNInv,2.0323441028595,0.176955461502075,0.390840530395508,0.128746747970581,0.187043428421021,0,0,0.35,0.0633919750951333,0.000385097934617327,3.88255931687005,0.00373167050164448,4.7526382597671,0.00539134128322127,0,0,256,3440,6588,7336,0
MNIST,UMAP+NNInv,2.0323441028595,0.149123191833496,0.390840530395508,0.108557462692261,0.155091047286987,0,0,0.4,0.0680419425783467,0.000440977667577474,4.11318675405935,0.0041533290303177,4.95372371031995,0.00597029530149215,0,0,256,2772,5194,5884,0
MNIST,UMAP+NNInv,2.0323441028595,0.115502834320068,0.390840530395508,0.0736970901489258,0.110652923583984,0,0,0.5,0.0746972599718645,0.000525110512279738,4.56856474964941,0.00513980756622458,5.3157328486531,0.00687660069349277,0,0,256,2036,3539,3995,0
MNIST,UMAP+NNInv,2.0323441028595,0.0968472957611084,0.390840530395508,0.0606789588928223,0.0951049327850342,0,0,0.6,0.0783892709638607,0.000583684124537588,4.90243031408781,0.00603891115840087,5.55573227258275,0.00757430368088806,0,0,256,1732,2676,3089,0
