Data,PPinv,time near dummy,time near,time grad dummy,time grad,threshold,error_near_abs,error_near_sq,error_grad_abs,error_grad_sq,num_sparse_near,num_sparse_grad,GRID
MNIST,DBM(UMAP+NNInv),0.5370998382568359,27.679859399795532,0.030008792877197266,1.2235910892486572,0.2,0.14684765761088173,0.001486574786755563,7.299728262230444,0.01631124857153205,2937,4096,64
MNIST,DBM(UMAP+NNInv),0.45964550971984863,44.433852195739746,0.13174819946289062,5.59583044052124,0.2,0.09095131619322205,0.0005793981203702484,3.979827212693018,0.004486941518286594,4869,16384,128
MNIST,DBM(UMAP+NNInv),1.5876336097717285,46.01213002204895,0.46310997009277344,12.998417139053345,0.2,0.06815982504101539,0.0003733577670179704,2.714685650184591,0.0021476691409679687,6323,41391,256
MNIST,DBM(UMAP+NNInv),6.6626622676849365,49.28324341773987,2.1450488567352295,20.5236976146698,0.2,0.05851702041741821,0.0003293990606829585,2.7232694330160165,0.0024299540556034023,7143,71451,512
MNIST,DBM(UMAP+NNInv),28.032431840896606,73.90730857849121,73.35164999961853,27.22104573249817,0.2,0.05424280842643053,0.0003152092018679752,2.938071510049522,0.002947059841949756,8114,106499,1024
MNIST,DBM(t-SNE+NNInv),0.1657724380493164,31.979923248291016,0.026302337646484375,1.1893243789672852,0.2,0.1449226416311578,0.0017213667105939945,10.024346034096865,0.02201250606541363,2968,4096,64
MNIST,DBM(t-SNE+NNInv),1.0999538898468018,61.68502330780029,1.1471397876739502,5.577105522155762,0.2,0.09666503335189368,0.0008057928220076881,5.207348935886008,0.005615005498389557,5362,16384,128
MNIST,DBM(t-SNE+NNInv),1.5976905822753906,84.98350763320923,0.515352725982666,14.36583948135376,0.2,0.07422681437937939,0.0005142703769047738,3.5303763354087927,0.0028000551321206357,8356,44602,256
MNIST,DBM(t-SNE+NNInv),6.827635765075684,98.87332105636597,1.9104630947113037,22.169705629348755,0.2,0.06699352289094868,0.00046972970780308063,3.475345309802553,0.002920090275593738,11466,78191,512
MNIST,DBM(t-SNE+NNInv),28.438488006591797,106.37819790840149,19.322754859924316,29.342419147491455,0.2,0.06406156816833872,0.0004641482155712663,3.7043288494016,0.003349010290103125,14235,117268,1024
MNIST,SSNP,0.26560020446777344,2.5511786937713623,0.15864205360412598,153.02625799179077,0.2,0.060026364130274755,0.00027930489994886485,2.321097768835413,0.014792373352152687,1305,4092,64
MNIST,SSNP,0.6586005687713623,3.200134038925171,0.3723316192626953,466.6508719921112,0.2,0.03923269135514107,0.00013737182033375208,1.3006463695574682,0.004370998585468649,1395,11854,128
MNIST,SSNP,2.4871010780334473,4.425110578536987,1.4724128246307373,759.8395628929138,0.2,0.02974835601520302,9.290054254038258e-05,0.8941925692975277,0.001557894287366563,1507,22088,256
MNIST,SSNP,10.4676833152771,4.859582901000977,6.282195091247559,1087.8750410079956,0.2,0.02687485484172708,8.353735425009501e-05,0.8298070698365427,0.0012024180406753245,1590,34275,512
