Data,PPinv,time near dummy,time near,time grad dummy,time grad,time grad_reduced,time dist dummy,time dist,threshold,error near abs,error near sq,error grad abs,error grad sq,error grad reduced abs,error grad reduced sq,error dist abs,error dist sq,GRID,num_sparse_near,num_sparse_grad,num_sparse_grad_reduced,num_sparse_dist
MNIST,DBM(UMAP+NNInv),0.1925365924835205,0.8624494075775146,0,0,0,0,0,0.1,0.14348151195232645,0.0018819403742358,0,0,0,0,0,0,64,1156,0,0,0
MNIST,DBM(UMAP+NNInv),0.5345962047576904,0.6940374374389648,0,0,0,0,0,0.1,0.07196122055080684,0.0005030697236972189,0,0,0,0,0,0,128,14884,0,0,0
MNIST,DBM(UMAP+NNInv),2.0577125549316406,1.0587892532348633,0,0,0,0,0,0.1,0.040261607907589626,0.00015301487899554148,0,0,0,0,0,0,256,22939,0,0,0
MNIST,DBM(UMAP+NNInv),8.164483547210693,1.098893404006958,0,0,0,0,0,0.1,0.025739009847172457,6.502132452643307e-05,0,0,0,0,0,0,512,23897,0,0,0
MNIST,DBM(UMAP+NNInv),31.832162380218506,1.1273834705352783,0,0,0,0,0,0.1,0.019340316171268142,4.385217487301169e-05,0,0,0,0,0,0,1024,23951,0,0,0
MNIST,DBM(t-SNE+NNInv),0.17168831825256348,0.06973075866699219,0,0,0,0,0,0.1,0.15959658218099693,0.002105663556070076,0,0,0,0,0,0,64,1156,0,0,0
MNIST,DBM(t-SNE+NNInv),0.5199799537658691,0.7232091426849365,0,0,0,0,0,0.1,0.08007498175277683,0.0005314592346868598,0,0,0,0,0,0,128,15812,0,0,0
MNIST,DBM(t-SNE+NNInv),2.128765344619751,1.19197416305542,0,0,0,0,0,0.1,0.044602678864552166,0.00016209453683834523,0,0,0,0,0,0,256,27216,0,0,0
MNIST,DBM(t-SNE+NNInv),8.086294651031494,1.3385357856750488,0,0,0,0,0,0.1,0.02786448102286112,6.731368418817994e-05,0,0,0,0,0,0,512,29507,0,0,0
MNIST,DBM(t-SNE+NNInv),32.015145778656006,1.3778657913208008,0,0,0,0,0,0.1,0.0207978710369755,4.539076487825969e-05,0,0,0,0,0,0,1024,29885,0,0,0
MNIST,SSNP,0.36066222190856934,0.47528648376464844,0,0,0,0,0,0.1,0.05064957622736705,0.00027098849707689885,0,0,0,0,0,0,64,3932,0,0,0
MNIST,SSNP,0.8134419918060303,0.8970041275024414,0,0,0,0,0,0.1,0.02649662182731948,7.073253177283831e-05,0,0,0,0,0,0,128,8534,0,0,0
MNIST,SSNP,3.104926824569702,1.0584228038787842,0,0,0,0,0,0.1,0.014744915471814562,2.0180203191159566e-05,0,0,0,0,0,0,256,11290,0,0,0
MNIST,SSNP,12.302326202392578,1.2624154090881348,0,0,0,0,0,0.1,0.00928556656131575,7.668483153876511e-06,0,0,0,0,0,0,512,12373,0,0,0
MNIST,SSNP,50.79671788215637,1.2294275760650635,0,0,0,0,0,0.1,0.0067220863999309915,4.419797271630188e-06,0,0,0,0,0,0,1024,12352,0,0,0
