Data,PPinv,time near dummy,time near,time grad dummy,time grad,time grad_reduced,time dist dummy,time dist,threshold,error near abs,error near sq,error grad abs,error grad sq,error grad reduced abs,error grad reduced sq,error dist abs,error dist sq,GRID,num_sparse_near,num_sparse_grad,num_sparse_grad_reduced,num_sparse_dist
MNIST,DBM(UMAP+NNInv),0,0,0.11437082290649414,1.1769585609436035,0.3094189167022705,0,0,0.125,0,0,3.9660865335229247,0.004728874493883188,4.334100997768717,0.005143396456016818,0,0,128,0,13319,15065,0
MNIST,DBM(UMAP+NNInv),0,0,0.1147000789642334,0.37939453125,0.35114383697509766,0,0,0.125,0,0,3.942086112550072,0.004672151864820302,4.282445432906999,0.00502951664325485,0,0,130,0,14093,15854,0
MNIST,DBM(UMAP+NNInv),0,0,0.4228394031524658,0.9056479930877686,0.5468814373016357,0,0,0.125,0,0,3.2465539709363105,0.0031435130415014873,3.794067722440104,0.004058442120646989,0,0,250,0,24173,23989,0
MNIST,DBM(UMAP+NNInv),0,0,0.4360620975494385,0.8279209136962891,0.5124862194061279,0,0,0.125,0,0,2.9568009322699558,0.002394985452816944,3.612290100281935,0.0031954931185341593,0,0,256,0,20989,22616,0
MNIST,DBM(UMAP+NNInv),0,0,1.6267833709716797,2.365403413772583,0.8971412181854248,0,0,0.125,0,0,2.5159995693815915,0.001716416370370503,2.820771005121248,0.002128135309820866,0,0,500,0,35579,36203,0
MNIST,DBM(UMAP+NNInv),0,0,1.747976303100586,2.3342409133911133,0.7809703350067139,0,0,0.125,0,0,2.5552561488383225,0.001761843156423817,3.0190395820782463,0.002278645735056817,0,0,512,0,29216,30740,0
MNIST,DBM(UMAP+NNInv),0,0,3.7705254554748535,4.491548776626587,0.9650352001190186,0,0,0.125,0,0,2.5066535539271624,0.0017092601007833808,2.694759884875313,0.0019375678763996838,0,0,768,0,34901,35819,0
MNIST,DBM(UMAP+NNInv),0,0,4.198771715164185,4.946164608001709,0.9861068725585938,0,0,0.125,0,0,2.581592849327298,0.0018220387316987493,2.7824755960543883,0.00212767881552366,0,0,800,0,39122,38945,0
MNIST,DBM(t-SNE+NNInv),0,0,0.07361888885498047,0.5072941780090332,0.1308765411376953,0,0,0.125,0,0,4.29214107009297,0.00398664291323,7.4386120223922525,0.011379426176968726,0,0,128,0,16324,5020,0
MNIST,DBM(t-SNE+NNInv),0,0,0.10057568550109863,0.43437933921813965,0.36176586151123047,0,0,0.125,0,0,4.252701722639074,0.003927380877256144,4.559028835099092,0.004204742461472002,0,0,130,0,16433,16029,0
MNIST,DBM(t-SNE+NNInv),0,0,0.43429136276245117,1.3186118602752686,0.9987678527832031,0,0,0.125,0,0,3.2729851830042063,0.0025160987263338967,3.8949073442879705,0.003294965875341083,0,0,250,0,43325,43192,0
MNIST,DBM(t-SNE+NNInv),0,0,0.41488170623779297,1.193946361541748,1.0172438621520996,0,0,0.125,0,0,2.9340288920692803,0.0019087959135732629,3.4465327088578377,0.002346140118020582,0,0,256,0,36290,41644,0
MNIST,DBM(t-SNE+NNInv),0,0,1.8501760959625244,3.1897501945495605,1.6793873310089111,0,0,0.125,0,0,2.34764774864153,0.0012755180206774257,2.7464114272961537,0.0016985225776037513,0,0,500,0,63417,64121,0
MNIST,DBM(t-SNE+NNInv),0,0,1.5995683670043945,2.660733461380005,1.6295175552368164,0,0,0.125,0,0,2.3566943087968406,0.0012804886706908887,2.8715541683899004,0.001707137952256165,0,0,512,0,52986,56957,0
MNIST,DBM(t-SNE+NNInv),0,0,3.9593474864959717,5.437389850616455,1.9734454154968262,0,0,0.125,0,0,2.213430437681601,0.0011511849202194056,2.4557131103768266,0.0014037311687199723,0,0,768,0,66815,66661,0
MNIST,DBM(t-SNE+NNInv),0,0,4.077335596084595,5.617659330368042,2.0672390460968018,0,0,0.125,0,0,2.2677238575946355,0.0012322201578451118,2.5413075042905406,0.0015589255938072207,0,0,800,0,74116,74569,0
MNIST,SSNP,0,0,0.5064449310302734,2.426603317260742,0.6191146373748779,0,0,0.125,0,0,1.6556712970318364,0.007667722791377339,1.9222114258138037,0.008236440543498617,0,0,128,0,11353,10306,0
MNIST,SSNP,0,0,0.43145012855529785,2.117893934249878,0.6135332584381104,0,0,0.125,0,0,1.6312160364169737,0.007443605980465316,1.9044916722192573,0.008110916451470131,0,0,130,0,10373,10877,0
MNIST,SSNP,0,0,1.679424524307251,5.381361246109009,1.3124139308929443,0,0,0.125,0,0,1.036666397421681,0.0026288104616527114,1.2881529402828877,0.004032861448048372,0,0,250,0,20482,20457,0
MNIST,SSNP,0,0,1.7569594383239746,4.478189945220947,1.1721875667572021,0,0,0.125,0,0,1.009269158821398,0.0025573701163902063,1.2587010806672028,0.0032069132772924967,0,0,256,0,17627,18737,0
MNIST,SSNP,0,0,6.605863332748413,10.589526414871216,1.8909623622894287,0,0,0.125,0,0,0.7436389042138993,0.0010831688822471764,0.8602854470685933,0.0015631473052944475,0,0,500,0,23865,24396,0
MNIST,SSNP,0,0,6.978276491165161,10.44298243522644,1.8684444427490234,0,0,0.125,0,0,0.7229383779889839,0.0010602490652393472,0.908636715971316,0.0015905551772312572,0,0,512,0,24638,25438,0
MNIST,SSNP,0,0,16.66571855545044,20.917495489120483,2.5208582878112793,0,0,0.125,0,0,0.6461870015159573,0.0007788008308922987,0.7358540063588694,0.0010356957055703833,0,0,768,0,30138,30223,0
MNIST,SSNP,0,0,17.204410791397095,22.55864453315735,3.0280749797821045,0,0,0.125,0,0,0.6531184943311945,0.0007820201310894152,0.7362755499861482,0.001067113531227075,0,0,800,0,35687,35657,0
